Relative_Compactness,Surface_Area,Wall_Area,Roof_Area,Overall_Height,Orientation,Glazing_Area,Glazing_Area_Distribution,Heating_Load,Cooling_Load
0.79,637.0,343.0,147.0,7.0,2,0.1,4,36.92,35.03
0.86,588.0,294.0,147.0,7.0,4,0.1,3,26.365,28.76
0.66,759.5,318.5,220.5,3.5,2,0.25,2,13.076,16.13
0.71,710.5,269.5,220.5,3.5,5,0.4,2,14.706,17.48
0.66,759.5,318.5,220.5,3.5,5,0.1,5,14.987,15.96
0.98,514.5,294.0,110.25,7.0,4,0.4,2,28.612,33.21
0.76,661.5,416.5,122.5,7.0,5,0.1,1,25.252,33.86
0.76,661.5,416.5,122.5,7.0,4,0.4,2,36.003,35.99
0.9,563.5,318.5,122.5,7.0,3,0.4,2,29.754,33.94
0.64,784.0,343.0,220.5,3.5,5,0.1,5,15.352,18.59
0.98,514.5,294.0,110.25,7.0,2,0.1,5,28.109,32.97
0.82,612.5,318.5,147.0,7.0,3,0.1,4,25.694,26.33
0.71,710.5,269.5,220.5,3.5,3,0.4,3,12.392,17.53
0.64,784.0,343.0,220.5,3.5,5,0.1,2,12.286,19.23
0.71,710.5,245.0,220.5,3.5,4,0.4,3,12.345,14.28
0.74,686.0,245.0,220.5,3.5,2,0.4,3,10.413,13.53
0.74,686.0,245.0,220.5,3.5,5,0.4,5,14.454,17.35
0.71,710.5,269.5,220.5,3.5,3,0.4,2,10.693,14.89
0.86,588.0,294.0,147.0,7.0,5,0.25,1,25.02,32.77
0.79,637.0,343.0,147.0,7.0,2,0.25,2,29.722,41.19
0.79,637.0,343.0,147.0,7.0,2,0.1,5,41.167,37.2
0.86,588.0,294.0,147.0,7.0,3,0.4,3,29.307,34.29
0.86,588.0,294.0,147.0,7.0,5,0.4,1,29.872,31.53
0.66,759.5,318.5,220.5,3.5,5,0.4,5,15.234,14.83
0.66,759.5,318.5,220.5,3.5,3,0.1,4,11.64,13.77
0.71,710.5,269.5,220.5,3.5,4,0.4,2,10.712,17.6
0.64,784.0,343.0,220.5,3.5,5,0.1,2,19.344,19.46
0.79,637.0,343.0,147.0,7.0,2,0.1,3,42.378,38.71
0.98,514.5,294.0,110.25,7.0,2,0.1,1,32.818,25.9
0.66,759.5,318.5,220.5,3.5,5,0.4,3,11.543,14.85
0.69,735.0,294.0,220.5,3.5,5,0.25,4,14.539,15.19
0.71,710.5,269.5,220.5,3.5,4,0.25,2,14.68,18.66
0.74,759.5,245.0,220.5,3.5,3,0.25,3,13.946,16.95
0.82,612.5,318.5,147.0,7.0,2,0.25,5,30.086,34.48
0.79,637.0,343.0,147.0,7.0,2,0.25,3,42.412,38.82
0.64,784.0,343.0,220.5,3.5,4,0.0,0,15.169,16.79
0.71,710.5,269.5,220.5,3.5,4,0.4,3,10.766,17.06
0.66,759.5,318.5,220.5,3.5,3,0.4,2,11.392,14.68
0.66,759.5,318.5,220.5,3.5,3,0.4,2,15.307,15.95
0.82,612.5,318.5,147.0,7.0,3,0.25,3,23.767,29.11
0.62,808.5,367.5,220.5,3.5,2,0.1,4,12.899,16.69
0.74,686.0,245.0,220.5,3.5,4,0.1,2,10.408,13.37
0.86,588.0,294.0,147.0,7.0,5,0.1,2,31.787,28.08
0.74,686.0,245.0,220.5,3.5,2,0.4,4,12.649,14.41
0.71,710.5,269.5,220.5,3.5,3,0.4,1,10.519,14.84
0.82,612.5,318.5,147.0,7.0,5,0.4,3,25.782,28.62
0.82,612.5,318.5,147.0,7.0,2,0.1,2,30.621,27.65
0.74,686.0,245.0,220.5,3.5,3,0.4,4,10.42,13.76
0.66,759.5,343.0,220.5,3.5,2,0.1,5,11.52,14.85
0.71,710.5,269.5,220.5,3.5,3,0.4,2,10.698,14.1
0.98,514.5,294.0,110.25,7.0,2,0.4,5,28.729,30.1
0.82,612.5,294.0,147.0,7.0,4,0.25,1,23.451,28.65
0.79,637.0,343.0,147.0,7.0,4,0.25,3,39.909,34.15
0.69,735.0,294.0,220.5,3.5,2,0.1,4,11.214,15.41
0.76,612.5,416.5,122.5,7.0,2,0.4,3,35.776,30.05
0.86,588.0,294.0,147.0,7.0,2,0.0,0,32.789,33.87
0.76,661.5,416.5,122.5,7.0,3,0.4,3,33.21,40.21
0.64,784.0,343.0,220.5,3.5,4,0.1,5,15.218,19.34
0.66,759.5,318.5,220.5,3.5,2,0.4,4,14.731,18.14
0.71,710.5,269.5,220.5,3.5,2,0.25,4,12.353,17.59
0.82,612.5,318.5,147.0,7.0,5,0.25,5,32.383,27.91
0.64,784.0,343.0,220.5,3.5,2,0.4,4,17.149,20.24
0.74,686.0,245.0,220.5,3.5,5,0.4,5,11.137,16.96
0.69,735.0,294.0,220.5,3.5,5,0.25,2,12.863,17.0
0.82,612.5,318.5,147.0,7.0,5,0.4,2,41.316,27.42
0.71,710.5,269.5,220.5,3.5,4,0.4,5,14.444,15.2
0.71,710.5,269.5,220.5,3.5,2,0.0,0,6.421,12.3
0.76,661.5,416.5,122.5,7.0,3,0.4,5,37.18,40.14
0.62,808.5,367.5,220.5,3.5,2,0.1,4,12.976,14.35
0.74,514.5,294.0,110.25,3.5,3,0.25,3,12.042,29.82
0.86,588.0,294.0,147.0,7.0,3,0.4,5,26.418,27.21
0.62,808.5,367.5,220.5,3.5,5,0.4,4,12.731,17.08
0.76,661.5,416.5,122.5,7.0,2,0.25,3,39.2,34.28
0.9,563.5,318.5,122.5,7.0,3,0.4,1,33.182,35.85
0.69,735.0,294.0,220.5,3.5,5,0.1,4,10.868,14.57
0.74,686.0,245.0,220.5,3.5,4,0.4,1,14.345,13.57
0.64,784.0,343.0,220.5,3.5,2,0.1,4,18.088,20.2
0.76,661.5,416.5,122.5,7.0,4,0.1,3,39.794,40.59
0.82,612.5,318.5,147.0,7.0,2,0.4,2,32.37,29.95
0.64,784.0,343.0,220.5,3.5,2,0.1,1,15.213,19.28
0.9,563.5,318.5,122.5,7.0,2,0.4,2,33.245,33.74
0.69,735.0,294.0,220.5,3.5,2,0.4,4,11.212,16.78
0.9,563.5,318.5,122.5,7.0,3,0.4,1,29.639,29.42
0.79,612.5,318.5,147.0,7.0,2,0.4,5,25.813,34.81
0.62,808.5,367.5,220.5,3.5,5,0.1,1,14.009,17.16
0.79,637.0,343.0,147.0,7.0,2,0.1,2,37.597,42.62
0.76,661.5,416.5,122.5,7.0,4,0.1,2,32.386,34.31
0.69,735.0,294.0,220.5,3.5,3,0.1,3,12.462,16.91
0.76,588.0,294.0,147.0,7.0,5,0.4,2,30.439,28.06
0.71,710.5,269.5,220.5,3.5,2,0.0,0,10.69,16.41
0.66,759.5,318.5,220.5,3.5,5,0.4,4,11.428,18.19
0.66,759.5,318.5,220.5,3.5,3,0.4,4,15.235,17.71
0.69,735.0,294.0,220.5,3.5,2,0.25,1,11.139,14.63
0.69,735.0,294.0,220.5,3.5,2,0.1,3,16.289,14.38
0.74,686.0,245.0,220.5,3.5,4,0.4,5,32.711,13.84
0.79,637.0,343.0,147.0,7.0,2,0.1,5,37.231,41.43
0.76,661.5,416.5,220.5,7.0,2,0.1,4,33.216,37.3
0.62,808.5,367.5,220.5,3.5,4,0.4,2,12.988,14.83
0.98,514.5,294.0,110.25,7.0,4,0.4,2,14.313,33.74
0.74,686.0,245.0,220.5,3.5,4,0.25,4,10.378,17.49
0.98,514.5,294.0,110.25,7.0,2,0.4,1,24.578,29.5
0.74,686.0,245.0,220.5,3.5,5,0.4,5,14.161,14.58
0.74,686.0,245.0,220.5,3.5,4,0.1,5,14.518,16.94
0.82,612.5,318.5,147.0,7.0,2,0.4,4,25.893,26.65
0.62,808.5,367.5,220.5,3.5,4,0.25,3,13.007,14.51
0.69,735.0,294.0,220.5,3.5,4,0.25,2,14.456,15.72
0.98,514.5,294.0,110.25,7.0,4,0.4,5,28.611,26.39
0.66,686.0,245.0,220.5,3.5,5,0.25,5,11.64,15.32
0.86,588.0,294.0,147.0,7.0,4,0.1,5,29.333,27.41
0.66,759.5,318.5,220.5,3.5,2,0.25,1,7.222,17.63
0.9,563.5,318.5,122.5,7.0,3,0.1,5,31.893,31.82
0.69,735.0,294.0,220.5,3.5,5,0.1,4,14.58,14.27
0.71,710.5,269.5,220.5,3.5,2,0.4,5,10.43,14.72
0.71,735.0,294.0,220.5,3.5,4,0.25,5,13.503,14.92
0.86,588.0,294.0,147.0,7.0,4,0.4,3,26.376,45.9
0.98,514.5,294.0,110.25,7.0,4,0.25,2,24.455,40.94
0.82,612.5,318.5,147.0,7.0,5,0.4,1,23.561,28.55
0.74,686.0,245.0,220.5,3.5,4,0.1,3,10.407,13.4
0.98,514.5,294.0,110.25,7.0,5,0.4,3,24.458,34.14
0.79,637.0,343.0,147.0,7.0,2,0.1,2,35.006,41.68
0.79,637.0,343.0,147.0,7.0,3,0.1,4,36.816,39.46
0.69,735.0,294.0,220.5,3.5,5,0.1,3,14.139,14.51
0.74,686.0,245.0,220.5,3.5,2,0.4,2,14.468,16.56
0.74,686.0,245.0,220.5,3.5,5,0.4,1,12.219,13.44
0.64,784.0,343.0,220.5,3.5,3,0.1,3,15.227,19.26
0.86,588.0,294.0,147.0,7.0,3,0.1,3,31.671,31.19
0.82,612.5,318.5,147.0,7.0,2,0.25,3,29.783,27.37
0.64,784.0,343.0,220.5,3.5,3,0.1,1,18.42,20.94
0.86,588.0,294.0,147.0,7.0,2,0.1,3,26.093,34.1
0.76,661.5,416.5,122.5,7.0,2,0.1,2,39.979,37.5
0.86,588.0,294.0,147.0,7.0,4,0.1,2,24.026,27.82
0.82,612.5,318.5,147.0,7.0,4,0.4,3,23.883,28.38
0.64,784.0,343.0,220.5,3.5,5,0.1,1,15.212,19.75
0.76,661.5,416.5,122.5,7.0,4,0.1,3,33.081,37.85
0.82,612.5,318.5,147.0,7.0,2,0.4,2,25.76,29.24
0.86,588.0,294.0,147.0,7.0,2,0.4,3,26.05,32.09
0.62,808.5,367.5,220.5,3.5,5,0.0,0,14.651,13.09
0.66,759.5,318.5,220.5,3.5,5,0.25,4,13.005,18.3
0.9,563.5,318.5,122.5,7.0,2,0.25,2,23.343,29.43
0.98,514.5,294.0,110.25,7.0,5,0.25,2,28.639,25.93
0.82,612.5,318.5,147.0,7.0,4,0.25,2,25.377,27.84
0.9,563.5,318.5,122.5,7.0,5,0.25,2,34.044,37.24
0.64,784.0,343.0,220.5,3.5,3,0.25,4,13.35,19.66
0.82,661.5,416.5,122.5,7.0,4,0.4,4,33.087,36.84
0.71,710.5,269.5,220.5,3.5,4,0.1,1,12.281,17.2
0.9,563.5,318.5,122.5,7.0,2,0.1,4,32.256,33.67
0.71,710.5,269.5,220.5,3.5,5,0.4,2,12.446,16.15
0.62,808.5,367.5,220.5,3.5,4,0.4,4,14.468,17.26
0.62,808.5,367.5,220.5,3.5,4,0.1,3,10.913,14.56
0.76,661.5,416.5,122.5,7.0,4,0.1,2,38.019,40.9
0.79,637.0,343.0,147.0,7.0,2,0.1,5,36.951,39.32
0.74,514.5,245.0,220.5,3.5,4,0.25,4,10.176,13.88
0.9,563.5,318.5,122.5,7.0,5,0.4,5,20.08,34.12
0.98,514.5,294.0,110.25,7.0,4,0.25,4,24.261,26.13
0.62,735.0,294.0,220.5,3.5,5,0.25,3,12.032,15.2
0.76,661.5,416.5,122.5,7.0,4,0.4,1,37.177,39.14
0.82,612.5,318.5,147.0,7.0,5,0.1,5,24.014,26.74
0.76,661.5,416.5,122.5,7.0,4,0.1,3,33.148,33.89
0.64,784.0,343.0,220.5,3.5,4,0.25,1,17.016,20.46
0.62,808.5,367.5,220.5,3.5,2,0.1,4,12.938,14.4
0.79,637.0,343.0,147.0,7.0,4,0.1,3,41.247,42.23
0.86,588.0,294.0,147.0,7.0,2,0.25,5,29.525,30.24
0.69,735.0,294.0,220.5,3.5,4,0.1,1,12.74,16.86
0.64,784.0,343.0,220.5,3.5,5,0.1,3,15.195,16.83
0.74,686.0,245.0,220.5,3.5,4,0.25,5,12.107,14.86
0.79,637.0,343.0,147.0,7.0,3,0.25,4,37.021,36.87
0.82,612.5,318.5,147.0,7.0,3,0.0,0,28.927,25.5
0.74,686.0,245.0,220.5,3.5,2,0.4,5,14.27,17.06
0.66,710.5,318.5,220.5,3.5,2,0.4,3,14.968,16.06
0.62,808.5,367.5,220.5,3.5,2,0.1,3,12.712,14.38
0.69,735.0,294.0,220.5,3.5,2,0.1,3,14.672,16.41
0.69,735.0,294.0,220.5,3.5,3,0.25,5,12.674,15.82
0.98,514.5,294.0,110.25,7.0,2,0.1,3,24.427,32.91
0.66,759.5,318.5,220.5,3.5,5,0.25,2,11.413,16.19
0.62,808.5,367.5,220.5,3.5,4,0.4,1,16.68,17.0
0.71,710.5,269.5,220.5,3.5,2,0.1,3,12.297,17.54
0.82,612.5,318.5,147.0,7.0,5,0.1,1,23.642,27.74
0.62,808.5,367.5,220.5,3.5,3,0.25,5,11.26,15.05
0.79,637.0,343.0,147.0,7.0,5,0.1,4,35.907,45.95
0.66,759.5,318.5,220.5,3.5,2,0.1,1,11.418,14.84
0.66,759.5,318.5,220.5,3.5,3,0.4,2,13.975,18.02
0.64,784.0,343.0,220.5,3.5,2,0.1,1,19.195,20.52
0.79,637.0,343.0,147.0,7.0,4,0.1,2,37.192,45.31
0.98,563.5,294.0,110.25,7.0,5,0.1,5,24.118,33.54
0.82,637.0,318.5,147.0,7.0,4,0.1,5,24.572,28.47
0.74,514.5,294.0,220.5,3.5,3,0.4,4,14.424,17.38
0.69,735.0,294.0,220.5,3.5,4,0.1,3,14.352,14.53
0.66,759.5,318.5,220.5,3.5,3,0.1,3,11.481,15.8
0.82,612.5,318.5,147.0,7.0,4,0.25,3,25.83,28.49
0.76,661.5,416.5,122.5,7.0,3,0.25,3,35.647,41.04
0.69,735.0,294.0,220.5,3.5,4,0.1,1,12.493,14.43
0.71,710.5,269.5,220.5,3.5,2,0.1,2,10.465,13.66
0.62,808.5,367.5,220.5,3.5,5,0.4,5,13.008,17.44
0.74,686.0,245.0,220.5,3.5,3,0.4,5,10.389,16.97
0.86,588.0,294.0,147.0,7.0,2,0.4,1,26.092,31.64
0.62,808.5,367.5,220.5,3.5,2,0.25,2,14.696,16.09
0.69,735.0,294.0,220.5,3.5,4,0.0,0,14.671,11.68
0.66,759.5,318.5,220.5,3.5,2,0.1,2,11.487,17.71
0.76,588.0,416.5,122.5,7.0,3,0.25,4,28.498,36.02
0.86,514.5,294.0,110.25,7.0,4,0.1,4,24.46,29.75
0.66,759.5,318.5,220.5,3.5,2,0.25,5,12.834,14.76
0.79,637.0,343.0,147.0,7.0,2,0.25,4,40.009,41.56
0.79,637.0,343.0,147.0,7.0,2,0.25,1,38.117,44.26
0.98,784.0,294.0,110.25,3.5,5,0.1,2,14.502,13.6
0.69,735.0,294.0,220.5,3.5,4,0.1,2,14.711,16.97
0.82,612.5,318.5,147.0,7.0,5,0.4,4,27.475,27.45
0.82,612.5,318.5,147.0,7.0,5,0.4,5,29.51,28.13
0.74,514.5,294.0,220.5,3.5,2,0.25,5,14.65,13.92
0.86,588.0,294.0,147.0,7.0,3,0.4,1,31.895,35.3
0.82,612.5,318.5,147.0,7.0,4,0.25,1,22.787,28.7
0.66,759.5,318.5,220.5,3.5,3,0.4,4,15.215,14.7
0.76,661.5,416.5,122.5,7.0,4,0.1,3,32.777,34.67
0.86,588.0,294.0,147.0,7.0,4,0.25,5,31.871,31.71
0.86,588.0,294.0,147.0,7.0,3,0.25,2,26.503,29.9
0.64,784.0,343.0,220.5,3.5,5,0.1,2,15.174,19.33
0.82,612.5,318.5,147.0,7.0,2,0.4,4,41.061,28.73
0.79,637.0,343.0,147.0,7.0,4,0.4,3,36.779,39.35
0.66,759.5,318.5,220.5,3.5,4,0.4,5,11.779,17.76
0.82,612.5,318.5,147.0,7.0,5,0.25,3,29.792,34.41
0.9,563.5,318.5,122.5,7.0,3,0.25,1,36.643,32.06
0.86,808.5,367.5,220.5,3.5,4,0.1,2,17.979,14.58
0.66,759.5,318.5,220.5,3.5,5,0.4,2,15.198,14.82
0.82,612.5,318.5,147.0,7.0,4,0.1,2,22.693,24.78
0.98,514.5,294.0,110.25,7.0,4,0.1,2,24.573,25.91
0.82,612.5,318.5,147.0,7.0,5,0.25,3,25.459,29.87
0.76,661.5,416.5,122.5,7.0,2,0.4,3,32.333,39.84
0.98,514.5,294.0,110.25,7.0,3,0.25,3,32.739,33.24
0.79,637.0,343.0,147.0,7.0,2,0.1,4,38.025,41.81
0.86,588.0,294.0,147.0,7.0,2,0.25,3,31.956,26.55
0.82,612.5,318.5,147.0,7.0,5,0.1,2,24.088,27.42
0.98,514.5,294.0,110.25,7.0,2,0.25,5,28.047,29.47
0.86,588.0,294.0,147.0,7.0,3,0.1,4,26.161,29.35
0.86,637.0,343.0,147.0,7.0,2,0.25,2,33.218,43.87
0.9,563.5,318.5,122.5,7.0,3,0.4,3,28.336,29.97
0.98,514.5,294.0,110.25,7.0,4,0.1,4,32.508,29.73
0.71,710.5,269.5,220.5,3.5,4,0.1,2,26.204,14.21
0.76,661.5,416.5,122.5,7.0,5,0.1,1,33.248,33.86
0.71,710.5,269.5,220.5,3.5,3,0.25,4,12.409,16.18
0.86,588.0,294.0,147.0,7.0,2,0.4,3,27.013,28.49
0.86,588.0,294.0,147.0,7.0,4,0.1,5,31.255,25.95
0.74,686.0,245.0,220.5,3.5,5,0.4,3,14.52,17.07
0.62,808.5,367.5,220.5,3.5,3,0.1,5,17.239,14.45
0.9,686.0,245.0,122.5,7.0,5,0.1,1,10.4,13.49
0.79,637.0,343.0,147.0,7.0,4,0.25,2,38.722,43.75
0.62,808.5,367.5,220.5,3.5,5,0.1,1,14.672,11.67
0.66,759.5,318.5,220.5,3.5,2,0.25,5,11.422,13.53
0.76,661.5,416.5,122.5,7.0,3,0.1,2,39.647,27.52
0.98,514.5,294.0,110.25,7.0,3,0.1,4,28.655,25.8
0.82,612.5,318.5,147.0,7.0,4,0.1,3,29.116,29.9
0.71,710.5,269.5,220.5,3.5,2,0.4,2,10.814,14.18
0.76,661.5,416.5,122.5,7.0,5,0.1,3,33.214,34.11
0.62,808.5,367.5,220.5,3.5,4,0.0,0,12.99,16.53
0.74,686.0,245.0,220.5,3.5,2,0.1,3,14.434,13.58
0.74,686.0,245.0,220.5,3.5,5,0.4,2,10.162,15.41
0.71,710.5,269.5,220.5,3.5,5,0.4,2,11.18,15.03
0.82,612.5,318.5,147.0,7.0,2,0.1,4,23.6,25.49
0.66,759.5,318.5,220.5,3.5,2,0.1,3,11.4,14.8
0.76,661.5,416.5,122.5,7.0,5,0.25,3,35.697,41.08
0.86,588.0,294.0,147.0,7.0,2,0.25,1,32.373,27.12
0.98,514.5,294.0,110.25,7.0,2,0.25,1,32.736,34.08
0.64,784.0,343.0,220.5,3.5,5,0.25,2,15.207,19.28
0.74,686.0,245.0,220.5,3.5,3,0.25,2,12.656,17.08
0.64,784.0,343.0,220.5,3.5,3,0.4,2,16.53,19.59
0.66,759.5,318.5,220.5,3.5,2,0.25,3,11.617,15.09
0.76,661.5,416.5,122.5,7.0,4,0.1,4,33.189,31.42
0.64,784.0,343.0,220.5,3.5,4,0.25,4,15.37,20.78
0.98,514.5,294.0,110.25,7.0,3,0.1,4,32.887,33.23
0.86,588.0,294.0,147.0,7.0,2,0.4,5,26.447,26.88
0.64,784.0,343.0,220.5,3.5,2,0.1,4,18.314,20.04
0.66,759.5,318.5,220.5,3.5,2,0.25,2,13.025,16.03
0.69,735.0,294.0,220.5,3.5,2,0.1,2,14.154,15.36
0.64,784.0,343.0,220.5,3.5,5,0.4,1,17.056,19.96
0.64,784.0,343.0,220.5,3.5,4,0.4,4,15.433,20.24
0.86,637.0,343.0,147.0,7.0,5,0.4,4,42.428,36.27
0.71,710.5,269.5,220.5,3.5,4,0.4,4,12.26,14.09
0.9,563.5,318.5,122.5,7.0,3,0.4,5,32.116,31.88
0.71,710.5,269.5,220.5,3.5,4,0.4,4,10.813,17.45
0.9,563.5,318.5,122.5,7.0,3,0.1,1,36.462,36.55
0.74,686.0,245.0,220.5,3.5,5,0.25,4,14.524,17.26
0.76,661.5,416.5,122.5,7.0,3,0.4,3,40.663,35.26
0.74,686.0,245.0,220.5,3.5,5,0.1,2,10.195,11.91
0.62,808.5,367.5,220.5,3.5,3,0.1,5,12.881,16.88
0.82,612.5,318.5,147.0,7.0,3,0.4,5,25.532,32.81
0.69,735.0,294.0,220.5,3.5,3,0.1,2,14.686,14.15
0.86,514.5,294.0,147.0,7.0,4,0.1,3,28.14,35.01
0.79,637.0,343.0,147.0,7.0,4,0.1,3,42.225,42.2
0.66,759.5,318.5,220.5,3.5,2,0.25,5,8.421,18.18
0.82,784.0,318.5,220.5,3.5,4,0.25,4,10.763,14.93
0.9,563.5,318.5,122.5,7.0,4,0.25,3,28.276,30.62
0.98,563.5,294.0,110.25,7.0,3,0.1,2,32.501,29.7
0.74,686.0,245.0,220.5,3.5,5,0.4,1,14.109,16.94
0.98,514.5,294.0,110.25,7.0,2,0.4,4,28.722,29.96
0.66,759.5,318.5,220.5,3.5,5,0.4,4,9.893,18.03
0.71,710.5,269.5,220.5,3.5,4,0.4,3,10.753,13.73
0.74,514.5,294.0,110.25,3.5,2,0.1,3,32.258,14.68
0.69,735.0,294.0,220.5,3.5,2,0.4,2,11.188,16.95
0.66,759.5,318.5,220.5,3.5,5,0.4,3,14.923,15.39
0.76,661.5,416.5,122.5,7.0,3,0.4,3,38.679,37.28
0.74,686.0,245.0,220.5,3.5,4,0.25,1,12.349,15.19
0.82,514.5,294.0,110.25,3.5,4,0.1,4,32.853,29.55
0.79,637.0,343.0,147.0,7.0,4,0.4,1,35.831,39.32
0.76,661.5,416.5,122.5,7.0,3,0.1,3,33.1,35.13
0.82,612.5,318.5,147.0,7.0,3,0.1,5,23.753,27.58
0.79,637.0,343.0,147.0,7.0,3,0.1,4,11.285,44.91
0.74,686.0,245.0,220.5,3.5,5,0.1,4,14.205,17.33
0.98,514.5,294.0,110.25,7.0,4,0.1,4,24.402,26.0
0.79,637.0,343.0,147.0,7.0,5,0.4,2,38.492,42.85
0.62,808.5,367.5,220.5,3.5,3,0.4,1,13.119,16.96
0.9,563.5,318.5,122.5,7.0,2,0.4,4,23.345,35.15
0.82,612.5,318.5,147.0,7.0,3,0.25,4,26.051,26.75
0.66,759.5,318.5,220.5,3.5,4,0.1,3,14.996,14.78
0.86,588.0,294.0,147.0,7.0,5,0.1,3,31.82,28.92
0.74,686.0,245.0,220.5,3.5,2,0.25,1,12.136,16.76
0.9,514.5,294.0,110.25,7.0,4,0.1,2,32.289,29.56
0.71,710.5,269.5,220.5,3.5,4,0.4,4,14.665,17.18
0.86,588.0,294.0,147.0,7.0,5,0.4,5,29.625,28.49
0.66,759.5,318.5,220.5,3.5,5,0.25,2,11.71,15.88
0.98,514.5,294.0,110.25,7.0,2,0.1,3,24.122,26.09
0.69,735.0,294.0,220.5,3.5,4,0.25,4,12.712,15.42
0.74,686.0,245.0,220.5,3.5,5,0.4,3,13.418,16.59
0.9,563.5,318.5,122.5,7.0,2,0.25,4,24.06,32.89
0.86,588.0,294.0,147.0,7.0,3,0.4,2,36.964,26.77
0.74,686.0,245.0,220.5,3.5,2,0.4,5,10.404,17.33
0.66,759.5,318.5,220.5,3.5,5,0.4,1,12.829,17.71
0.86,588.0,294.0,147.0,7.0,2,0.0,0,17.387,21.49
0.74,686.0,245.0,220.5,3.5,2,0.4,5,14.117,13.63
0.62,808.5,367.5,220.5,3.5,4,0.25,2,12.845,13.91
0.74,686.0,245.0,220.5,3.5,5,0.25,5,14.103,16.43
0.74,686.0,245.0,220.5,3.5,5,0.1,3,14.005,14.42
0.86,514.5,294.0,110.25,7.0,2,0.25,5,28.576,29.79
0.71,710.5,269.5,220.5,3.5,3,0.4,2,13.988,14.98
0.62,808.5,367.5,220.5,3.5,4,0.4,4,16.822,16.99
0.66,759.5,318.5,220.5,3.5,2,0.4,3,15.042,13.36
0.69,735.0,294.0,220.5,3.5,2,0.4,1,11.18,14.36
0.66,759.5,318.5,220.5,3.5,4,0.25,3,12.947,15.08
0.82,612.5,318.5,147.0,7.0,5,0.4,2,29.577,29.44
0.82,612.5,318.5,147.0,7.0,5,0.1,5,23.849,26.84
0.98,514.5,294.0,110.25,7.0,5,0.1,5,24.217,30.51
0.76,661.5,416.5,122.5,7.0,3,0.25,5,36.319,31.64
0.66,759.5,318.5,220.5,3.5,5,0.1,3,11.608,14.88
0.79,637.0,343.0,147.0,7.0,4,0.4,5,39.874,42.14
0.71,710.5,269.5,220.5,3.5,5,0.1,3,10.693,17.39
0.66,759.5,318.5,220.5,3.5,2,0.1,2,15.325,14.76
0.79,637.0,343.0,147.0,7.0,3,0.0,0,42.418,39.08
0.71,710.5,269.5,220.5,3.5,3,0.0,0,6.622,13.74
0.74,686.0,245.0,220.5,3.5,2,0.25,4,14.481,17.0
0.98,514.5,294.0,110.25,7.0,4,0.4,3,32.258,30.45
0.98,514.5,294.0,110.25,7.0,4,0.1,2,28.278,30.12
0.74,686.0,245.0,220.5,3.5,2,0.25,3,14.08,15.12
0.66,759.5,318.5,220.5,3.5,4,0.25,4,12.986,15.85
0.64,784.0,343.0,220.5,3.5,5,0.4,1,15.207,19.31
0.66,759.5,318.5,220.5,3.5,4,0.1,2,11.388,17.78
0.66,759.5,318.5,220.5,3.5,2,0.25,3,15.076,17.73
0.66,759.5,318.5,220.5,3.5,2,0.1,2,11.644,14.76
0.98,514.5,294.0,110.25,7.0,5,0.25,2,29.789,30.02
0.82,612.5,318.5,147.0,7.0,3,0.1,4,23.194,27.66
0.79,637.0,343.0,147.0,7.0,4,0.1,1,41.299,42.6
0.71,710.5,269.5,220.5,3.5,3,0.4,1,10.736,14.22
0.71,710.5,269.5,220.5,3.5,2,0.1,1,12.292,17.89
0.82,612.5,318.5,147.0,7.0,2,0.25,1,24.396,27.07
0.66,759.5,318.5,220.5,3.5,3,0.1,5,15.199,16.08
0.74,514.5,294.0,110.25,3.5,2,0.1,1,28.228,21.36
0.86,588.0,294.0,147.0,7.0,2,0.1,3,28.849,33.78
0.71,710.5,269.5,220.5,3.5,4,0.4,3,12.272,13.69
0.74,686.0,245.0,220.5,3.5,5,0.4,3,14.44,13.52
0.64,784.0,343.0,220.5,3.5,4,0.25,3,18.363,19.26
0.86,514.5,294.0,110.25,7.0,4,0.25,2,32.71,30.14
0.74,686.0,245.0,220.5,3.5,3,0.1,1,10.412,16.08
0.76,661.5,416.5,122.5,7.0,2,0.25,2,39.17,35.97
0.76,661.5,416.5,122.5,7.0,5,0.1,3,36.532,26.99
0.74,686.0,245.0,220.5,3.5,5,0.25,3,14.505,16.98
0.69,735.0,294.0,220.5,3.5,4,0.25,5,14.602,14.71
0.71,710.5,269.5,220.5,3.5,2,0.4,1,16.619,17.03
0.98,514.5,294.0,110.25,7.0,2,0.4,4,28.282,29.85
0.82,612.5,318.5,147.0,7.0,3,0.1,3,23.725,29.01
0.82,612.5,318.5,147.0,7.0,5,0.25,2,29.496,28.96
0.76,661.5,416.5,122.5,7.0,2,0.4,4,38.312,37.35
0.76,661.5,416.5,122.5,7.0,5,0.4,3,33.146,37.43
0.62,808.5,367.5,220.5,3.5,4,0.4,1,13.357,14.52
0.82,612.5,318.5,147.0,7.0,2,0.4,1,22.668,31.31
0.66,759.5,318.5,220.5,3.5,2,0.25,3,15.348,14.87
0.64,784.0,343.0,220.5,3.5,4,0.4,2,15.213,22.48
0.74,686.0,245.0,220.5,3.5,3,0.25,5,12.633,14.89
0.69,735.0,294.0,220.5,3.5,5,0.1,4,11.302,16.92
0.76,661.5,416.5,122.5,7.0,3,0.25,2,36.627,37.56
0.98,514.5,294.0,110.25,7.0,3,0.4,4,28.199,29.42
